Date,MSFT,AMZN,AAPL,ZM,NFLX
1/4/16,-0.0122569004634868,-0.0575537796633967,0.000855095085597668,NA,-0.0386431029544441
1/5/16,0.0045621796806341,-0.00502364566199853,-0.025059307226805,NA,-0.0209166516998603
1/6/16,-0.0181653862295561,-0.0017986305236275,-0.0195696533339006,NA,0.0930707377644162
1/7/16,-0.0347825865395425,-0.039057964218144,-0.0422047877568867,NA,-0.0265125934738274
1/8/16,0.00306699450942371,-0.00146398328300834,0.00528808376847478,NA,-0.027671081139509
1/11/16,-0.000573334482647958,0.0176097557224564,0.0161921087913763,NA,0.0321393485244577
1/12/16,0.00917784089445006,0.000242861078169732,0.0145132225118252,NA,0.014003661703021
1/13/16,-0.021599032535504,-0.0583922965643003,-0.0257103355178645,NA,-0.0859495953688524
1/14/16,0.02846628884834,0.0192330864688923,0.0218707589028819,NA,0.00469219228025897
1/15/16,-0.0399170018593806,-0.0384823052276561,-0.0240153121495904,NA,-0.0282084537307762
1/19/16,-0.00843321777872574,0.00754145542248086,-0.00483859236533124,NA,0.0370049784986064
1/20/16,0.00454892516818561,-0.00471724010295349,0.00134492934482622,NA,-0.00139031422180291
1/21/16,-0.00610348968144792,0.00568410354918569,-0.00506254722865207,NA,-0.0500278457402608
1/22/16,0.0358557472215562,0.0371465066555421,0.0531671402545646,NA,-0.0159257159926862
1/25/16,-0.00956209112524731,0.000251557729538554,-0.0195227304886966,NA,-0.0158856034959729
1/26/16,0.00733736823303577,0.00791237786958088,0.00553087258901153,NA,-0.0130145375399152
1/27/16,-0.0182096409075959,-0.0297713496881498,-0.0657066406772389,NA,-0.0682817117799915
1/28/16,0.0163996617575763,0.0891403139442317,0.00717206521902702,NA,0.0357652433183711
1/29/16,0.0582022898977996,-0.0760997526188621,0.0345413057564077,NA,-0.0272217762007509
2/1/16,-0.00689798335781333,-0.0207666132879046,-0.00934860449297703,NA,0.024499129986896
2/2/16,-0.0312554833090345,-0.0395087456359797,-0.0202218337213076,NA,-0.0276330971466935
2/3/16,-0.0158492506105796,-0.0380908710635407,0.01979245395589,NA,-0.00819761740512881
2/4/16,-0.00306726836761551,0.00977272851336131,0.00803491243407373,NA,-0.0113511023000022
2/5/16,-0.0353845824008757,-0.0636445089388634,-0.0267080565795598,NA,-0.0771374214372691
2/8/16,-0.0149525944765148,-0.0279409691918331,0.0105296902878418,NA,0.00640172718442167
2/9/16,-0.00263083231057593,-0.0123540236137593,-0.000210336930052235,NA,0.0337253600576093
2/10/16,0.00872576168683969,0.0174456072310676,-0.00757978419156802,NA,0.0269360278742374
2/11/16,-0.000402346339438697,0.0271978382417708,-0.00604638835770699,NA,-0.0237422167464856
2/12/16,0.0163012006972441,0.00647052509766666,0.00309501968243264,NA,0.0121598613123304
2/16/16,0.0189468722181496,0.0276484762945297,0.0281941473994829,NA,0.0188787295451092
2/17/16,0.0260324354920447,0.0249472281687459,0.0153148140175698,NA,0.0641212667898505
2/18/16,-0.00438768635659847,-0.0170379636938983,-0.0189565843855992,NA,-0.0450612485212907
2/19/16,-0.00708953793181644,0.0188571885714286,-0.00228541539330596,NA,-0.0139241355713148
2/22/16,0.0160171170801766,0.0459898577233939,0.00874648474293327,NA,0.0302588469037708
2/23/16,-0.0279202443625043,-0.0117247506702411,-0.0226053777504409,NA,-0.0305667029261396
2/24/16,0.00351697369658122,0.00198932252327788,0.0148907078091507,NA,0.0279398329912535
2/25/16,0.0144081943011793,0.00200354855981177,0.00686784083713876,NA,0.0318742273564652
2/26/16,-0.0153553574712139,0.000144025932708791,0.00155011435365182,NA,0.00275047077912283
2/29/16,-0.00818686615661746,-0.00488078831766237,-0.00226986319037348,NA,-0.0145584659293336
3/1/16,0.033411929212094,0.0479981847535587,0.0397146495318599,NA,0.0523498425286439
3/2/16,0.00703686964704109,0.00202066186179639,0.00218816957812518,NA,-0.00701934871761911
3/3/16,-0.0113314455720314,-0.00468801278306763,0.00744405549616745,NA,0.00327834234936653
3/4/16,-0.00611276973933539,-0.00406929131360367,0.0148768871116285,NA,0.0372715408965587
3/7/16,-0.0192196002103906,-0.0214556919674593,-0.0110666687400525,NA,-0.059952784801087
3/8/16,0.0121496995383088,-0.00451310954896467,-0.00824596581751169,NA,0.00774955508952879
3/9/16,0.0230398579009057,-0.00141012920054739,0.000890888104454257,NA,0.0183934006528088
3/10/16,-0.0149508941348656,-0.000965159933490001,0.000494454480432172,NA,-0.00653060204081635
3/11/16,0.0195963585183865,0.0191079243085102,0.0107739431407174,NA,0.00308137835783295
3/14/16,0.00188436545345017,0.00660102543672925,0.00254242364907409,NA,0.00481254332121472
3/15/16,0.00789915555099552,0.00636591560742561,0.0200937246573416,NA,-0.0027514114771654
3/16/16,0.0141818255528294,-0.00476586583598959,0.0132912981216957,NA,0.0152258020107725
3/17/16,0.0057036545571163,-0.0258241201586669,-0.00160438289741149,NA,0.00372423761900831
3/18/16,-0.0214049882989679,-0.0131559862964538,0.00113421474288478,NA,0.0140393299835606
3/21/16,0.00691723655513043,0.00344146308776816,-0.0000941723847573961,NA,-0.000593403858977326
3/22/16,0.00389897961266361,0.0117332759931144,0.00764785302099646,NA,-0.0120720564431438
3/23/16,-0.00184943453741726,0.0163253377935106,-0.00552847480949725,NA,-0.00250400651057714
3/24/16,0.00444698370257024,0.0233836119640503,-0.00433429005461294,NA,-0.0123505879044317
3/28/16,-0.0123595577144496,-0.0052835010491431,-0.00454268570980021,NA,0.0289751725399028
3/29/16,0.0218529207233182,0.0241260801914747,0.0236715417240294,NA,0.0288508845850302
3/30/16,0.00621471379653449,0.00813325888593086,0.0174593416186142,NA,-0.0186305104762463
